Budget: 60
Time: 09:00 - 20:00 (total of 660 minutes)
Genre: thrill
Food: yes
Starting coordinates: (37.423580, -122.170733)
max travel time is  30
starting add variables
ending add variables
starting add budget constraints
ending add budget constraints
starting add_different_activity_constraints
ending add_different_activity_constraints
starting add rating constaints
ending add travel time constaints
starting add food constaints
ending add food constaints
starting add review count constraints
ending add review count constraints
starting add travel time constaints
1
3
5
7
9
         496345392 function calls (483440952 primitive calls) in 326.282 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:66(Geocoder)
        1    0.000    0.000    0.000    0.000 base.py:66(InvalidVersion)
        1    0.000    0.000    0.000    0.000 base.py:666(RevokedCertificateBuilder)
        1    0.000    0.000    0.000    0.000 base.py:67(AEADCipherContext)
        1    0.000    0.000    0.000    0.000 base.py:72(Certificate)
        1    0.000    0.000    0.000    0.000 base.py:76(AEADDecryptionContext)
        1    0.000    0.000    0.000    0.000 base.py:86(AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 base.py:96(Cipher)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        3    0.000    0.000    0.000    0.000 binding.py:104(__init__)
        1    0.000    0.000    0.000    0.000 binding.py:107(_register_osrandom_engine)
        5    0.000    0.000    0.006    0.001 binding.py:120(_ensure_ffi_initialized)
        2    0.000    0.000    0.006    0.003 binding.py:134(init_static_locks)
        1    0.000    0.000    0.000    0.000 binding.py:21(_OpenSSLError)
        1    0.004    0.004    0.024    0.024 binding.py:5(<module>)
        8    0.000    0.000    0.000    0.000 binding.py:53(_openssl_assert)
        1    0.001    0.001    0.004    0.004 binding.py:79(build_conditional_library)
        1    0.000    0.000    0.000    0.000 binding.py:94(Binding)
        1    0.000    0.000    0.000    0.000 bing.py:22(Bing)
        1    0.000    0.000    0.000    0.000 bing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:489(TimeEncoding)
        2    0.000    0.000    0.000    0.000 calendar.py:50(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:502(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:537(LocaleHTMLCalendar)
       26    0.000    0.000    0.000    0.000 calendar.py:55(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
       14    0.000    0.000    0.000    0.000 calendar.py:74(__getitem__)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:13(LogEntryType)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:18(Version)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:22(SignedCertificateTimestamp)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:5(<module>)
        1    0.001    0.001    0.001    0.001 certs.py:14(<module>)
        1    0.000    0.000    0.000    0.000 cgi.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cgi.py:327(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:352(FieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:783(FormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:803(SvFormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:837(InterpFormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:865(FormContent)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.003    0.003    0.003    0.003 chardistribution.py:28(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.001    0.001 charsetgroupprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 ciphers.py:13(_CipherContext)
        1    0.000    0.000    0.003    0.003 ciphers.py:5(<module>)
        1    0.004    0.004    0.180    0.180 client.py:21(<module>)
       19    0.000    0.000    0.000    0.000 client.py:343(make_api_method)
        1    0.000    0.000    0.000    0.000 client.py:48(Client)
        1    0.000    0.000    0.000    0.000 cmac.py:16(_CMACContext)
        1    0.000    0.000    0.000    0.000 cmac.py:5(<module>)
        3    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.001    0.001    0.001    0.001 collections.py:11(<module>)
       39    0.000    0.000    0.000    0.000 collections.py:125(items)
       17    0.007    0.000    0.008    0.000 collections.py:305(namedtuple)
     1072    0.000    0.000    0.000    0.000 collections.py:349(<genexpr>)
      111    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
      111    0.000    0.000    0.000    0.000 collections.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
       12    0.000    0.000    0.000    0.000 collections.py:50(__init__)
       39    0.000    0.000    0.000    0.000 collections.py:71(__setitem__)
      154    0.000    0.000    0.000    0.000 collections.py:90(__iter__)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
       10    0.000    0.000    0.000    0.000 compat.py:8(u)
        1    0.003    0.003    0.013    0.013 compat.py:9(<module>)
        2    0.001    0.000    0.011    0.005 connection.py:1(<module>)
        1    0.000    0.000    0.001    0.001 connection.py:107(_has_ipv6)
        1    0.000    0.000    0.000    0.000 connection.py:208(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:246(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:27(ConnectionError)
        1    0.000    0.000    0.000    0.000 connection.py:65(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:70(HTTPConnection)
        1    0.002    0.002    0.039    0.039 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:58(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:737(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:98(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 constant_time.py:5(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 contextlib.py:15(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:21(__exit__)
        5    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 convert.py:29(<module>)
        1    0.000    0.000    0.000    0.000 cookielib.py:1215(Absent)
        1    0.000    0.000    0.000    0.000 cookielib.py:1217(CookieJar)
        1    0.000    0.000    0.000    0.000 cookielib.py:1747(LoadError)
        1    0.000    0.000    0.000    0.000 cookielib.py:1749(FileCookieJar)
        1    0.001    0.001    0.007    0.007 cookielib.py:26(<module>)
        1    0.000    0.000    0.000    0.000 cookielib.py:723(Cookie)
        1    0.000    0.000    0.000    0.000 cookielib.py:821(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookielib.py:854(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 cookies.py:10(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:166(CookieConflictError)
        1    0.000    0.000    0.000    0.000 cookies.py:172(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:26(MockRequest)
        1    0.000    0.000    0.000    0.000 cookies.py:98(MockResponse)
        1    0.001    0.001    0.001    0.001 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1212(Concat)
        1    0.000    0.000    0.000    0.000 core.py:14(DeprecatedBundleWarning)
        1    0.000    0.000    0.000    0.000 core.py:1501(Primitive)
        1    0.000    0.000    0.000    0.000 core.py:16(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:1624(AbstractString)
        1    0.000    0.000    0.000    0.000 core.py:168(Asn1Value)
        1    0.000    0.000    0.000    0.000 core.py:1705(Boolean)
        1    0.000    0.000    0.000    0.000 core.py:1758(Integer)
        1    0.000    0.000    0.000    0.000 core.py:1839(BitString)
        1    0.000    0.000    0.000    0.000 core.py:21(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:21(where)
        1    0.000    0.000    0.000    0.000 core.py:2127(OctetBitString)
        1    0.000    0.000    0.000    0.000 core.py:2215(IntegerBitString)
        1    0.000    0.000    0.000    0.000 core.py:2299(OctetString)
        1    0.000    0.000    0.000    0.000 core.py:233(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2377(IntegerOctetString)
        1    0.000    0.000    0.000    0.000 core.py:2430(ParsableOctetString)
        1    0.000    0.000    0.000    0.000 core.py:2594(ParsableOctetBitString)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:2635(Null)
        1    0.000    0.000    0.000    0.000 core.py:2666(ObjectIdentifier)
        1    0.000    0.000    0.000    0.000 core.py:2869(ObjectDescriptor)
        1    0.000    0.000    0.000    0.000 core.py:2877(InstanceOf)
        1    0.000    0.000    0.000    0.000 core.py:2885(Real)
        1    0.000    0.000    0.000    0.000 core.py:2893(Enumerated)
        1    0.000    0.000    0.000    0.000 core.py:2961(UTF8String)
        1    0.000    0.000    0.000    0.000 core.py:2970(RelativeOid)
        1    0.000    0.000    0.000    0.000 core.py:2979(Sequence)
        1    0.000    0.000    0.000    0.000 core.py:31(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 core.py:3764(SequenceOf)
        1    0.000    0.000    0.000    0.000 core.py:4217(Set)
        1    0.000    0.000    0.000    0.000 core.py:4403(SetOf)
        1    0.000    0.000    0.000    0.000 core.py:4436(EmbeddedPdv)
        1    0.000    0.000    0.000    0.000 core.py:4444(NumericString)
        1    0.000    0.000    0.000    0.000 core.py:4453(PrintableString)
        1    0.000    0.000    0.000    0.000 core.py:4462(TeletexString)
        1    0.000    0.000    0.000    0.000 core.py:4471(VideotexString)
        1    0.000    0.000    0.000    0.000 core.py:4479(IA5String)
        1    0.000    0.000    0.000    0.000 core.py:4488(AbstractTime)
        1    0.000    0.000    0.000    0.000 core.py:4534(UTCTime)
        1    0.000    0.000    0.000    0.000 core.py:4590(GeneralizedTime)
        1    0.000    0.000    0.000    0.000 core.py:4663(GraphicString)
        1    0.000    0.000    0.000    0.000 core.py:4673(VisibleString)
        1    0.000    0.000    0.000    0.000 core.py:4682(GeneralString)
        1    0.000    0.000    0.000    0.000 core.py:4692(UniversalString)
        1    0.001    0.001    0.002    0.002 core.py:47(<module>)
        1    0.000    0.000    0.000    0.000 core.py:4701(CharacterString)
        1    0.000    0.000    0.000    0.000 core.py:4711(BMPString)
        1    0.000    0.000    0.000    0.000 core.py:551(ValueMap)
        1    0.000    0.000    0.000    0.000 core.py:578(Castable)
        1    0.000    0.000    0.000    0.000 core.py:623(Constructable)
        1    0.000    0.000    0.000    0.000 core.py:694(Void)
        1    0.000    0.000    0.000    0.000 core.py:751(Any)
        1    0.000    0.000    0.000    0.000 core.py:898(Choice)
        1    0.000    0.000    0.000    0.000 core.py:9(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.001    0.001    0.039    0.039 crypto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 crypto.py:1026(X509)
        1    0.000    0.000    0.000    0.000 crypto.py:1030(__init__)
        1    0.000    0.000    0.000    0.000 crypto.py:1481(X509StoreFlags)
        1    0.000    0.000    0.000    0.000 crypto.py:1504(X509Store)
        1    0.000    0.000    0.000    0.000 crypto.py:1613(X509StoreContextError)
        1    0.000    0.000    0.000    0.000 crypto.py:1627(X509StoreContext)
        1    0.000    0.000    0.000    0.000 crypto.py:165(PKey)
        1    0.000    0.000    0.000    0.000 crypto.py:1866(Revoked)
        1    0.000    0.000    0.000    0.000 crypto.py:2036(CRL)
        1    0.000    0.000    0.000    0.000 crypto.py:2261(PKCS7)
        1    0.000    0.000    0.000    0.000 crypto.py:2312(PKCS12)
        1    0.000    0.000    0.000    0.000 crypto.py:2493(NetscapeSPKI)
        1    0.000    0.000    0.000    0.000 crypto.py:2590(_PassphraseHelper)
        1    0.000    0.000    0.000    0.000 crypto.py:323(_EllipticCurve)
        1    0.000    0.000    0.000    0.000 crypto.py:37(Error)
        1    0.000    0.000    0.000    0.000 crypto.py:462(X509Name)
        6    0.000    0.000    0.000    0.000 crypto.py:573(_cmp)
        1    0.000    0.000    0.000    0.000 crypto.py:662(X509Extension)
        1    0.000    0.000    0.000    0.000 crypto.py:820(X509Req)
        1    0.000    0.000    0.000    0.000 csv.py:127(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 databc.py:16(DataBC)
        1    0.000    0.000    0.000    0.000 databc.py:3(<module>)
        1    0.001    0.001    0.006    0.006 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:160(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:224(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:250(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:261(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:298(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:310(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:359(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:514(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5438(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5692(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5696(__init__)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:208(_X509ExtensionParser)
        5    0.000    0.000    0.000    0.000 decode_asn1.py:209(__init__)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        2    0.001    0.001    0.003    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:24(_floatconstants)
        2    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        2    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
      100    0.000    0.000    0.003    0.000 decoder.py:359(decode)
      100    0.003    0.000    0.003    0.000 decoder.py:370(raw_decode)
        1    0.000    0.000    0.000    0.000 dh.py:106(_DHPrivateKey)
        1    0.000    0.000    0.000    0.000 dh.py:118(DHParameters)
        1    0.000    0.000    0.000    0.000 dh.py:142(DHPrivateKey)
        1    0.000    0.000    0.000    0.000 dh.py:170(DHPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 dh.py:18(DHPrivateNumbers)
        1    0.000    0.000    0.000    0.000 dh.py:185(DHPublicKey)
        1    0.000    0.000    0.000    0.000 dh.py:217(_DHPublicKey)
        1    0.000    0.000    0.000    0.000 dh.py:36(_DHParameters)
        1    0.000    0.000    0.000    0.000 dh.py:49(DHPublicNumbers)
        2    0.000    0.000    0.001    0.001 dh.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dh.py:80(DHParameterNumbers)
        1    0.000    0.000    0.000    0.000 directions.py:18(<module>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:101(Distance)
  6450615   19.391    0.000  277.298    0.000 distance.py:106(__init__)
  6450615    1.000    0.000    1.000    0.000 distance.py:171(kilometers)
  6450615    4.479    0.000    7.206    0.000 distance.py:187(miles)
        1    0.000    0.000    0.000    0.000 distance.py:212(great_circle)
        1    0.000    0.000    0.000    0.000 distance.py:285(vincenty)
  6450615   13.287    0.000  299.448    0.000 distance.py:318(__init__)
  6450615    4.781    0.000    7.489    0.000 distance.py:324(set_ellipsoid)
  6450615  123.817    0.000  244.270    0.000 distance.py:341(measure)
        1    0.000    0.000    0.000    0.000 distance.py:71(<module>)
        1    0.000    0.000    0.000    0.000 distance_matrix.py:18(<module>)
        1    0.000    0.000    0.000    0.000 dot_us.py:21(GeocoderDotUS)
        1    0.001    0.001    0.001    0.001 dot_us.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dsa.py:108(_DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 dsa.py:14(DSAParameters)
        1    0.000    0.000    0.000    0.000 dsa.py:150(DSAParameterNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:189(DSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:197(_DSAPublicKey)
        1    0.000    0.000    0.000    0.000 dsa.py:227(DSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:23(DSAParametersWithNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:32(DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 dsa.py:47(_DSAVerificationContext)
        2    0.001    0.000    0.002    0.001 dsa.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dsa.py:65(DSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 dsa.py:68(_DSASignatureContext)
        1    0.000    0.000    0.000    0.000 dsa.py:80(DSAPublicKey)
        1    0.000    0.000    0.000    0.000 dsa.py:84(_DSAParameters)
        1    0.000    0.000    0.000    0.000 ec.py:108(_ECDSAVerificationContext)
        1    0.000    0.000    0.000    0.000 ec.py:126(_EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 ec.py:135(SECT571R1)
        1    0.000    0.000    0.000    0.000 ec.py:14(EllipticCurve)
        1    0.000    0.000    0.000    0.000 ec.py:141(SECT409R1)
        1    0.000    0.000    0.000    0.000 ec.py:147(SECT283R1)
        1    0.000    0.000    0.000    0.000 ec.py:153(SECT233R1)
        1    0.000    0.000    0.000    0.000 ec.py:159(SECT163R2)
        1    0.000    0.000    0.000    0.000 ec.py:165(SECT571K1)
        1    0.000    0.000    0.000    0.000 ec.py:171(SECT409K1)
        1    0.000    0.000    0.000    0.000 ec.py:177(SECT283K1)
        1    0.000    0.000    0.000    0.000 ec.py:183(SECT233K1)
        1    0.000    0.000    0.000    0.000 ec.py:189(SECT163K1)
        1    0.000    0.000    0.000    0.000 ec.py:195(SECP521R1)
        1    0.000    0.000    0.000    0.000 ec.py:201(SECP384R1)
        1    0.000    0.000    0.000    0.000 ec.py:207(SECP256R1)
        1    0.000    0.000    0.000    0.000 ec.py:213(SECP256K1)
        1    0.000    0.000    0.000    0.000 ec.py:219(SECP224R1)
        1    0.000    0.000    0.000    0.000 ec.py:225(SECP192R1)
        1    0.000    0.000    0.000    0.000 ec.py:228(_EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 ec.py:256(ECDSA)
        1    0.000    0.000    0.000    0.000 ec.py:281(EllipticCurvePublicNumbers)
        1    0.000    0.000    0.000    0.000 ec.py:29(EllipticCurveSignatureAlgorithm)
        1    0.000    0.000    0.000    0.000 ec.py:352(EllipticCurvePrivateNumbers)
        1    0.000    0.000    0.000    0.000 ec.py:38(EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 ec.py:388(ECDH)
        2    0.000    0.000    0.001    0.001 ec.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ec.py:78(EllipticCurvePrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 ec.py:92(_ECDSASignatureContext)
        1    0.000    0.000    0.000    0.000 ec.py:93(EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 elevation.py:18(<module>)
        1    0.000    0.000    0.001    0.001 encode_asn1.py:5(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:104(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:136(__init__)
        2    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:378(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:9(_import_speedups)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 enums.py:32(ProbingState)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 enums.py:5(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:50(SequenceLikelihood)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 enums.py:8(InputState)
        1    0.000    0.000    0.000    0.000 errors.py:2(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:26(JSONDecodeError)
        1    0.000    0.000    0.001    0.001 escprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 exc.py:10(ConfigurationError)
        1    0.000    0.000    0.000    0.000 exc.py:16(GeocoderServiceError)
        1    0.000    0.000    0.000    0.000 exc.py:26(GeocoderQueryError)
        1    0.000    0.000    0.000    0.000 exc.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exc.py:33(GeocoderQuotaExceeded)
        1    0.000    0.000    0.000    0.000 exc.py:39(GeocoderAuthenticationFailure)
        1    0.000    0.000    0.000    0.000 exc.py:45(GeocoderInsufficientPrivileges)
        1    0.000    0.000    0.000    0.000 exc.py:5(GeopyError)
        1    0.000    0.000    0.000    0.000 exc.py:51(GeocoderTimedOut)
        1    0.000    0.000    0.000    0.000 exc.py:59(GeocoderUnavailable)
        1    0.000    0.000    0.000    0.000 exc.py:66(GeocoderParseError)
        1    0.000    0.000    0.000    0.000 exc.py:71(GeocoderNotFound)
        1    0.001    0.001    0.012    0.012 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(_Reasons)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(FileModeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:130(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:161(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:166(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:171(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:181(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:186(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:194(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:207(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:22(ApiError)
        1    0.000    0.000    0.000    0.000 exceptions.py:223(InvalidHeader)
