Budget: 100
Time: 09:00 - 17:00 (total of 480 minutes)
Genre: thrill
Food: yes
Starting coordinates: (37.423580, -122.170733)
         63420231 function calls (63395977 primitive calls) in 159.559 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 base.py:229(subtype)
       10    0.000    0.000    0.000    0.000 base.py:28(_verifySubtypeSpec)
        1    0.004    0.004    0.004    0.004 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:55(NoValue)
        1    0.000    0.000    0.000    0.000 base.py:6(Asn1Item)
        1    0.000    0.000    0.000    0.000 base.py:65(AbstractSimpleAsn1Item)
        1    0.000    0.000    0.000    0.000 base.py:66(Geocoder)
       54    0.000    0.000    0.000    0.000 base.py:67(__init__)
        1    0.000    0.000    0.000    0.000 base.py:8(Asn1ItemBase)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.021    0.021    0.071    0.071 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 bignum.py:5(<module>)
        1    0.000    0.000    0.058    0.058 binding.py:113(__init__)
        1    0.000    0.000    0.058    0.058 binding.py:116(_ensure_ffi_initialized)
        1    0.000    0.000    0.000    0.000 binding.py:35(_get_libraries)
        1    0.000    0.000    0.000    0.000 binding.py:48(_get_windows_libraries)
        1    0.003    0.003    1.408    1.408 binding.py:5(<module>)
        1    0.000    0.000    1.359    1.359 binding.py:60(Binding)
        1    0.000    0.000    0.000    0.000 bing.py:22(Bing)
        1    0.000    0.000    0.000    0.000 bing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bio.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c_ast.py:130(ArrayDecl)
        8    0.000    0.000    0.000    0.000 c_ast.py:132(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:146(ArrayRef)
        1    0.000    0.000    0.000    0.000 c_ast.py:161(Assignment)
        1    0.000    0.000    0.000    0.000 c_ast.py:177(BinaryOp)
        1    0.002    0.002    0.002    0.002 c_ast.py:19(<module>)
        1    0.000    0.000    0.000    0.000 c_ast.py:193(Break)
        1    0.000    0.000    0.000    0.000 c_ast.py:203(Case)
        1    0.000    0.000    0.000    0.000 c_ast.py:219(Cast)
        1    0.000    0.000    0.000    0.000 c_ast.py:22(Node)
        1    0.000    0.000    0.000    0.000 c_ast.py:234(Compound)
        1    0.000    0.000    0.000    0.000 c_ast.py:248(CompoundLiteral)
        1    0.000    0.000    0.000    0.000 c_ast.py:263(Constant)
        1    0.000    0.000    0.000    0.000 c_ast.py:276(Continue)
        1    0.000    0.000    0.000    0.000 c_ast.py:286(Decl)
     2006    0.002    0.000    0.002    0.000 c_ast.py:288(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:307(DeclList)
        1    0.000    0.000    0.000    0.000 c_ast.py:321(Default)
        1    0.000    0.000    0.000    0.000 c_ast.py:335(DoWhile)
        1    0.000    0.000    0.000    0.000 c_ast.py:350(EllipsisParam)
        1    0.000    0.000    0.000    0.000 c_ast.py:360(EmptyStatement)
        1    0.000    0.000    0.000    0.000 c_ast.py:370(Enum)
        1    0.000    0.000    0.000    0.000 c_ast.py:372(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:384(Enumerator)
        1    0.000    0.000    0.000    0.000 c_ast.py:386(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:398(EnumeratorList)
        1    0.000    0.000    0.000    0.000 c_ast.py:400(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:412(ExprList)
        1    0.000    0.000    0.000    0.000 c_ast.py:426(FileAST)
        1    0.000    0.000    0.000    0.000 c_ast.py:428(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:440(For)
        1    0.000    0.000    0.000    0.000 c_ast.py:459(FuncCall)
        1    0.000    0.000    0.000    0.000 c_ast.py:474(FuncDecl)
     1072    0.000    0.000    0.000    0.000 c_ast.py:476(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:489(FuncDef)
        1    0.000    0.000    0.000    0.000 c_ast.py:507(Goto)
        1    0.000    0.000    0.000    0.000 c_ast.py:519(ID)
        3    0.000    0.000    0.000    0.000 c_ast.py:521(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:531(IdentifierType)
     8777    0.002    0.000    0.002    0.000 c_ast.py:533(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:543(If)
        1    0.000    0.000    0.000    0.000 c_ast.py:560(InitList)
        1    0.000    0.000    0.000    0.000 c_ast.py:574(Label)
        1    0.000    0.000    0.000    0.000 c_ast.py:588(NamedInitializer)
        1    0.000    0.000    0.000    0.000 c_ast.py:604(ParamList)
     1062    0.000    0.000    0.000    0.000 c_ast.py:606(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:618(PtrDecl)
     2299    0.001    0.000    0.001    0.000 c_ast.py:620(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:632(Return)
        1    0.000    0.000    0.000    0.000 c_ast.py:645(Struct)
       62    0.000    0.000    0.000    0.000 c_ast.py:647(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:660(StructRef)
        1    0.000    0.000    0.000    0.000 c_ast.py:676(Switch)
        1    0.000    0.000    0.000    0.000 c_ast.py:691(TernaryOp)
        1    0.000    0.000    0.000    0.000 c_ast.py:708(TypeDecl)
     4311    0.002    0.000    0.002    0.000 c_ast.py:710(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:723(Typedef)
      133    0.000    0.000    0.000    0.000 c_ast.py:725(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:739(Typename)
     2209    0.001    0.000    0.001    0.000 c_ast.py:741(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:754(UnaryOp)
        1    0.000    0.000    0.000    0.000 c_ast.py:768(Union)
        3    0.000    0.000    0.000    0.000 c_ast.py:770(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:783(While)
        1    0.000    0.000    0.000    0.000 c_ast.py:82(NodeVisitor)
        1    0.000    0.000    0.000    0.000 c_lexer.py:16(CLexer)
        1    0.000    0.000    0.001    0.001 c_lexer.py:25(__init__)
     2396    0.002    0.000    0.003    0.000 c_lexer.py:326(t_NEWLINE)
       48    0.000    0.000    0.000    0.000 c_lexer.py:398(t_LBRACE)
       48    0.000    0.000    0.000    0.000 c_lexer.py:402(t_RBRACE)
     9031    0.010    0.000    0.020    0.000 c_lexer.py:475(t_ID)
        1    0.000    0.000    0.047    0.047 c_lexer.py:58(build)
        1    0.000    0.000    0.000    0.000 c_lexer.py:68(reset_lineno)
        1    0.000    0.000    0.000    0.000 c_lexer.py:73(input)
    16961    0.014    0.000    0.181    0.000 c_lexer.py:76(token)
        1    0.015    0.015    0.016    0.016 c_lexer.py:9(<module>)
     1047    0.004    0.000    0.007    0.000 c_parser.py:1036(p_direct_declarator_6)
     2299    0.008    0.000    0.016    0.000 c_parser.py:1064(p_pointer)
       74    0.000    0.000    0.000    0.000 c_parser.py:1094(p_type_qualifier_list)
     1062    0.001    0.000    0.003    0.000 c_parser.py:1100(p_parameter_type_list)
     2229    0.006    0.000    0.010    0.000 c_parser.py:1109(p_parameter_list)
       20    0.000    0.000    0.000    0.000 c_parser.py:1119(p_parameter_declaration_1)
     2209    0.011    0.000    0.029    0.000 c_parser.py:1130(p_parameter_declaration_2)
     1670    0.004    0.000    0.007    0.000 c_parser.py:1234(p_abstract_declarator_1)
        6    0.000    0.000    0.000    0.000 c_parser.py:1242(p_abstract_declarator_2)
       24    0.000    0.000    0.000    0.000 c_parser.py:1247(p_abstract_declarator_3)
       25    0.000    0.000    0.000    0.000 c_parser.py:1257(p_direct_abstract_declarator_1)
        1    0.000    0.000    0.672    0.672 c_parser.py:126(parse)
        5    0.000    0.000    0.000    0.000 c_parser.py:1272(p_direct_abstract_declarator_3)
       25    0.000    0.000    0.000    0.000 c_parser.py:1301(p_direct_abstract_declarator_6)
     1826    0.005    0.000    0.010    0.000 c_parser.py:1423(p_typedef_name)
        3    0.000    0.000    0.000    0.000 c_parser.py:1427(p_assignment_expression)
        3    0.000    0.000    0.000    0.000 c_parser.py:1460(p_conditional_expression)
        3    0.000    0.000    0.000    0.000 c_parser.py:1469(p_binary_expression)
        3    0.000    0.000    0.000    0.000 c_parser.py:1495(p_cast_expression_1)
       48    0.000    0.000    0.000    0.000 c_parser.py:150(_push_scope)
        3    0.000    0.000    0.000    0.000 c_parser.py:1503(p_unary_expression_1)
       48    0.000    0.000    0.000    0.000 c_parser.py:153(_pop_scope)
        3    0.000    0.000    0.000    0.000 c_parser.py:1533(p_postfix_expression_1)
        3    0.000    0.000    0.000    0.000 c_parser.py:1568(p_primary_expression_1)
      133    0.000    0.000    0.000    0.000 c_parser.py:157(_add_typedef_name)
        3    0.000    0.000    0.000    0.000 c_parser.py:1604(p_identifier)
       48    0.000    0.000    0.000    0.000 c_parser.py:1658(p_brace_open)
     1810    0.002    0.000    0.002    0.000 c_parser.py:166(_add_identifier)
       48    0.000    0.000    0.000    0.000 c_parser.py:1663(p_brace_close)
     7162    0.004    0.000    0.006    0.000 c_parser.py:1668(p_empty)
     4153    0.005    0.000    0.006    0.000 c_parser.py:176(_is_type_in_scope)
       48    0.000    0.000    0.000    0.000 c_parser.py:189(_lex_on_lbrace_func)
        1    0.000    0.000    0.000    0.000 c_parser.py:19(CParser)
       48    0.000    0.000    0.000    0.000 c_parser.py:192(_lex_on_rbrace_func)
     3962    0.002    0.000    0.008    0.000 c_parser.py:195(_lex_type_lookup_func)
        1    0.000    0.000    0.097    0.097 c_parser.py:20(__init__)
     1047    0.000    0.000    0.000    0.000 c_parser.py:204(_get_yacc_lookahead_token)
     3277    0.003    0.000    0.003    0.000 c_parser.py:245(_type_modify_decl)
     4311    0.016    0.000    0.020    0.000 c_parser.py:300(_fix_decl_name_type)
     6821    0.009    0.000    0.011    0.000 c_parser.py:345(_add_declaration_specifier)
     2133    0.020    0.000    0.039    0.000 c_parser.py:362(_build_declarations)
       65    0.000    0.000    0.000    0.000 c_parser.py:467(_select_struct_union_class)
        1    0.000    0.000    0.000    0.000 c_parser.py:500(p_translation_unit_or_empty)
        1    0.000    0.000    0.000    0.000 c_parser.py:509(p_translation_unit_1)
     1947    0.005    0.000    0.008    0.000 c_parser.py:516(p_translation_unit_2)
     1948    0.002    0.000    0.003    0.000 c_parser.py:533(p_external_declaration_2)
     1948    0.006    0.000    0.043    0.000 c_parser.py:604(p_decl_body)
     1948    0.003    0.000    0.003    0.000 c_parser.py:663(p_declaration)
     1309    0.003    0.000    0.005    0.000 c_parser.py:678(p_declaration_specifiers_1)
     4414    0.009    0.000    0.020    0.000 c_parser.py:683(p_declaration_specifiers_2)
      916    0.002    0.000    0.004    0.000 c_parser.py:688(p_declaration_specifiers_3)
      916    0.001    0.000    0.002    0.000 c_parser.py:698(p_storage_class_specifier)
     2700    0.009    0.000    0.017    0.000 c_parser.py:712(p_type_specifier_1)
     1892    0.002    0.000    0.003    0.000 c_parser.py:727(p_type_specifier_2)
     1387    0.002    0.000    0.003    0.000 c_parser.py:734(p_type_qualifier)
     1942    0.003    0.000    0.006    0.000 c_parser.py:741(p_init_declarator_list_1)
     1942    0.004    0.000    0.008    0.000 c_parser.py:768(p_init_declarator)
        4    0.000    0.000    0.000    0.000 c_parser.py:774(p_specifier_qualifier_list_1)
      178    0.000    0.000    0.001    0.000 c_parser.py:779(p_specifier_qualifier_list_2)
       18    0.000    0.000    0.000    0.000 c_parser.py:787(p_struct_or_union_specifier_1)
       35    0.000    0.000    0.000    0.000 c_parser.py:797(p_struct_or_union_specifier_2)
       12    0.000    0.000    0.000    0.000 c_parser.py:806(p_struct_or_union_specifier_3)
       65    0.000    0.000    0.000    0.000 c_parser.py:816(p_struct_or_union)
      171    0.000    0.000    0.001    0.000 c_parser.py:824(p_struct_declaration_list)
      171    0.001    0.000    0.004    0.000 c_parser.py:830(p_struct_declaration_1)
      140    0.000    0.000    0.001    0.000 c_parser.py:882(p_struct_declarator_list)
      140    0.000    0.000    0.000    0.000 c_parser.py:891(p_struct_declarator_1)
        1    0.086    0.086    0.106    0.106 c_parser.py:9(<module>)
        1    0.000    0.000    0.000    0.000 c_parser.py:911(p_enum_specifier_2)
        1    0.000    0.000    0.000    0.000 c_parser.py:922(p_enumerator_list)
        1    0.000    0.000    0.000    0.000 c_parser.py:935(p_enumerator)
     1595    0.002    0.000    0.003    0.000 c_parser.py:951(p_declarator_1)
      526    0.001    0.000    0.002    0.000 c_parser.py:956(p_declarator_2)
     2102    0.008    0.000    0.015    0.000 c_parser.py:976(p_direct_declarator_1)
       19    0.000    0.000    0.000    0.000 c_parser.py:985(p_direct_declarator_2)
        3    0.000    0.000    0.000    0.000 c_parser.py:990(p_direct_declarator_3)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:489(TimeEncoding)
        2    0.000    0.000    0.000    0.000 calendar.py:50(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:502(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:537(LocaleHTMLCalendar)
       26    0.000    0.000    0.000    0.000 calendar.py:55(__getitem__)
        1    0.000    0.000    0.001    0.001 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
       14    0.000    0.000    0.001    0.000 calendar.py:74(__getitem__)
        1    0.001    0.001    0.001    0.001 certs.py:13(<module>)
        1    0.000    0.000    0.000    0.000 certs.py:19(where)
        1    0.000    0.000    0.000    0.000 cgi.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cgi.py:327(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:352(FieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:783(FormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:803(SvFormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:837(InterpFormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:865(FormContent)
        1    0.000    0.000    0.000    0.000 char.py:14(TeletexString)
        1    0.000    0.000    0.000    0.000 char.py:19(T61String)
        1    0.000    0.000    0.001    0.001 char.py:2(<module>)
        1    0.000    0.000    0.000    0.000 char.py:21(VideotexString)
        1    0.000    0.000    0.000    0.000 char.py:26(IA5String)
        1    0.000    0.000    0.000    0.000 char.py:31(GraphicString)
        1    0.000    0.000    0.000    0.000 char.py:36(VisibleString)
        1    0.000    0.000    0.000    0.000 char.py:4(NumericString)
        1    0.000    0.000    0.000    0.000 char.py:41(ISO646String)
        1    0.000    0.000    0.000    0.000 char.py:43(GeneralString)
        1    0.000    0.000    0.000    0.000 char.py:48(UniversalString)
        1    0.000    0.000    0.000    0.000 char.py:54(BMPString)
        1    0.000    0.000    0.000    0.000 char.py:60(UTF8String)
        1    0.000    0.000    0.000    0.000 char.py:9(PrintableString)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        1    0.026    0.026    0.097    0.097 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 cmac.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cms.py:5(<module>)
      138    0.000    0.000    0.000    0.000 codecs.py:253(__init__)
      138    0.001    0.000    0.001    0.000 codecs.py:302(__init__)
      138    0.000    0.000    0.002    0.000 codecs.py:311(decode)
        4    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.029    0.029    0.029    0.029 collections.py:11(<module>)
        4    0.000    0.000    0.000    0.000 collections.py:125(items)
        8    0.004    0.000    0.005    0.001 collections.py:305(namedtuple)
      389    0.000    0.000    0.000    0.000 collections.py:349(<genexpr>)
       47    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
       47    0.000    0.000    0.000    0.000 collections.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
        3    0.000    0.000    0.000    0.000 collections.py:50(__init__)
        4    0.000    0.000    0.000    0.000 collections.py:71(__setitem__)
       10    0.000    0.000    0.000    0.000 collections.py:90(__iter__)
        1    0.000    0.000    0.000    0.000 commontypes.py:1(<module>)
     2099    0.000    0.000    0.001    0.000 commontypes.py:17(resolve_common_type)
        1    0.000    0.000    0.000    0.000 commontypes.py:49(win_common_types)
        1    0.112    0.112    0.368    0.368 compat.py:3(<module>)
        1    0.062    0.062    0.092    0.092 compat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 conf.py:5(<module>)
        2    0.007    0.003    0.113    0.056 connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:166(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:188(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:31(ConnectionError)
        1    0.000    0.000    0.000    0.000 connection.py:61(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:66(HTTPConnection)
        1    0.109    0.109    0.425    0.425 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:59(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:670(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:98(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 constraint.py:103(ValueSizeConstraint)
        1    0.000    0.000    0.000    0.000 constraint.py:110(PermittedAlphabetConstraint)
        1    0.000    0.000    0.000    0.000 constraint.py:122(InnerTypeConstraint)
        1    0.004    0.004    0.010    0.010 constraint.py:14(<module>)
        1    0.000    0.000    0.000    0.000 constraint.py:147(ConstraintsExclusion)
        1    0.000    0.000    0.000    0.000 constraint.py:162(AbstractConstraintSet)
        5    0.000    0.000    0.000    0.000 constraint.py:166(__add__)
        6    0.000    0.000    0.000    0.000 constraint.py:167(__radd__)
        1    0.000    0.000    0.000    0.000 constraint.py:17(AbstractConstraint)
       14    0.000    0.000    0.000    0.000 constraint.py:173(_setValues)
        1    0.000    0.000    0.000    0.000 constraint.py:179(ConstraintsIntersection)
    14/10    0.000    0.000    0.000    0.000 constraint.py:181(_testValue)
        1    0.000    0.000    0.000    0.000 constraint.py:185(ConstraintsUnion)
       26    0.000    0.000    0.000    0.000 constraint.py:23(__init__)
    18/10    0.000    0.000    0.000    0.000 constraint.py:27(__call__)
       23    0.000    0.000    0.000    0.000 constraint.py:51(__hash__)
       12    0.000    0.000    0.000    0.000 constraint.py:56(_setValues)
       23    0.000    0.000    0.000    0.000 constraint.py:61(getValueMap)
        1    0.000    0.000    0.000    0.000 constraint.py:69(SingleValueConstraint)
        4    0.000    0.000    0.000    0.000 constraint.py:71(_testValue)
        1    0.000    0.000    0.000    0.000 constraint.py:76(ContainedSubtypeConstraint)
        1    0.000    0.000    0.000    0.000 constraint.py:82(ValueRangeConstraint)
       10    0.000    0.000    0.000    0.000 constraint.py:88(_setValues)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        2    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 cookielib.py:1215(Absent)
        1    0.000    0.000    0.001    0.001 cookielib.py:1217(CookieJar)
        1    0.000    0.000    0.000    0.000 cookielib.py:1747(LoadError)
        1    0.000    0.000    0.000    0.000 cookielib.py:1749(FileCookieJar)
        1    0.018    0.018    0.027    0.027 cookielib.py:26(<module>)
        1    0.000    0.000    0.000    0.000 cookielib.py:723(Cookie)
        1    0.000    0.000    0.000    0.000 cookielib.py:821(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookielib.py:854(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 cookies.py:159(CookieConflictError)
        1    0.000    0.000    0.000    0.000 cookies.py:164(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.001    0.001    0.001    0.001 cookies.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:95(MockResponse)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.038    0.038    0.172    0.172 cparser.py:1(<module>)
        1    0.000    0.000    0.787    0.787 cparser.py:110(_parse)
        1    0.000    0.000    0.878    0.878 cparser.py:165(parse)
        1    0.002    0.002    0.878    0.878 cparser.py:176(_internal_parse)
        1    0.000    0.000    0.000    0.000 cparser.py:238(_process_macros)
     1815    0.005    0.000    0.085    0.000 cparser.py:255(_parse_decl)
        1    0.000    0.000    0.097    0.097 cparser.py:30(_get_parser)
     1983    0.002    0.000    0.003    0.000 cparser.py:303(_declare)
     3320    0.023    0.000    0.031    0.000 cparser.py:316(_get_type_pointer)
7604/1902    0.025    0.000    0.072    0.000 cparser.py:327(_get_type)
        1    0.004    0.004    0.007    0.007 cparser.py:36(_preprocess)
1072/1041    0.006    0.000    0.060    0.000 cparser.py:415(_parse_function_type)
     2228    0.001    0.000    0.002    0.000 cparser.py:436(_as_func_arg)
      783    0.001    0.000    0.001    0.000 cparser.py:444(_is_constant_globalvar)
    66/60    0.001    0.000    0.004    0.000 cparser.py:451(_get_struct_union_enum_type)
       34    0.000    0.000    0.000    0.000 cparser.py:565(_make_partial)
        3    0.000    0.000    0.000    0.000 cparser.py:572(_parse_constant)
        1    0.000    0.000    0.000    0.000 cparser.py:610(_build_enum_type)
       70    0.000    0.000    0.000    0.000 cparser.py:646(_get_unknown_type)
        1    0.002    0.002    0.011    0.011 cparser.py:70(_common_type_names)
        1    0.000    0.000    0.000    0.000 cparser.py:97(Parser)
        1    0.000    0.000    0.000    0.000 cparser.py:99(__init__)
        1    0.001    0.001    0.007    0.007 crypto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 crypto.py:1348(X509Store)
        1    0.000    0.000    0.000    0.000 crypto.py:1366(X509StoreContextError)
        1    0.000    0.000    0.000    0.000 crypto.py:1380(X509StoreContext)
        1    0.000    0.000    0.000    0.000 crypto.py:161(PKey)
        1    0.000    0.000    0.000    0.000 crypto.py:1623(Revoked)
        1    0.000    0.000    0.000    0.000 crypto.py:1789(CRL)
        1    0.000    0.000    0.000    0.000 crypto.py:1919(PKCS7)
        1    0.000    0.000    0.000    0.000 crypto.py:1978(PKCS12)
        1    0.000    0.000    0.000    0.000 crypto.py:2142(NetscapeSPKI)
        1    0.000    0.000    0.000    0.000 crypto.py:2229(_PassphraseHelper)
        1    0.000    0.000    0.000    0.000 crypto.py:2597(_initialize_openssl_threads)
        1    0.000    0.000    0.000    0.000 crypto.py:274(_EllipticCurve)
        1    0.000    0.000    0.000    0.000 crypto.py:33(Error)
        1    0.000    0.000    0.000    0.000 crypto.py:424(X509Name)
        1    0.000    0.000    0.000    0.000 crypto.py:5(<module>)
        6    0.000    0.000    0.000    0.000 crypto.py:513(_cmp)
        1    0.000    0.000    0.000    0.000 crypto.py:599(X509Extension)
        1    0.000    0.000    0.000    0.000 crypto.py:754(X509Req)
        1    0.000    0.000    0.000    0.000 crypto.py:921(X509)
        1    0.000    0.000    0.000    0.000 csv.py:127(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 databc.py:16(DataBC)
        1    0.000    0.000    0.000    0.000 databc.py:3(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:18(Printer)
        1    0.000    0.000    0.000    0.000 debug.py:43(Debug)
        1    0.000    0.000    0.000    0.000 debug.py:98(Scope)
        1    0.000    0.000    0.000    0.000 debug.py:99(__init__)
        1    0.028    0.028    0.033    0.033 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:160(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:224(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:250(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:261(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:298(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:310(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:359(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
        6    0.000    0.000    0.001    0.000 decimal.py:514(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5438(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5692(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5696(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:107(BooleanDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:112(BitStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:164(OctetStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:17(AbstractSimpleDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.000    0.000 decoder.py:198(NullDecoder)
        4    0.045    0.011    0.093    0.023 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:208(ObjectIdentifierDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:256(RealDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:29(AbstractConstructedDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:322(SequenceDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:33(Decoder)
     6578    0.010    0.000    0.175    0.000 decoder.py:359(decode)
     6578    0.157    0.000    0.157    0.000 decoder.py:370(raw_decode)
        1    0.000    0.000    0.000    0.000 decoder.py:377(SequenceOfDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:39(ExplicitTagDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:415(SetDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:427(SetOfDecoder)
